tstp,CO
2018/4/16,0.33
2018/4/16,0.33
2018/4/16,0.3
2018/4/16,0.31
2018/4/17,0.31
2018/4/17,0.26
2018/4/17,0.26
2018/4/17,0.27
2018/4/17,0.27
2018/4/17,0.26
2018/4/17,0.28
2018/4/17,0.31
2018/4/17,0.29
2018/4/17,0.26
2018/4/17,0.26
2018/4/17,0.28
2018/4/17,0.28
2018/4/17,0.27
2018/4/17,0.29
2018/4/17,0.31
2018/4/17,0.33
2018/4/17,0.36
2018/4/17,0.34
2018/4/17,0.28
2018/4/17,0.27
2018/4/17,0.3
2018/4/17,0.29
2018/4/17,0.26
2018/4/18,0.24
2018/4/18,0.27
2018/4/18,0.29
2018/4/18,0.28
2018/4/18,0.27
2018/4/18,0.28
2018/4/18,0.31
2018/4/18,0.45
2018/4/18,0.42
2018/4/18,0.33
2018/4/18,0.36
2018/4/18,0.35
2018/4/18,0.35
2018/4/18,0.34
2018/4/18,0.3
2018/4/18,0.3
2018/4/18,0.28
2018/4/18,0.29
2018/4/18,0.36
2018/4/18,0.39
2018/4/18,0.45
2018/4/18,0.47
2018/4/18,0.63
2018/4/18,0.8
2018/4/19,0.92
2018/4/19,0.64
2018/4/19,0.65
2018/4/19,0.63
2018/4/19,0.56
2018/4/19,0.5
2018/4/19,0.63
2018/4/19,0.75
2018/4/19,0.63
2018/4/19,0.52
2018/4/19,0.52
2018/4/19,0.54
2018/4/19,0.47
2018/4/19,0.38
2018/4/19,0.39
2018/4/19,0.35
2018/4/19,0.4
2018/4/19,0.49
2018/4/19,0.47
2018/4/19,0.55
2018/4/19,0.59
2018/4/19,0.68
2018/4/19,0.67
2018/4/19,0.78
2018/4/20,0.8
2018/4/20,0.56
2018/4/20,0.5
2018/4/20,0.52
2018/4/20,0.49
2018/4/20,0.44
2018/4/20,0.6
2018/4/20,0.69
2018/4/20,0.45
2018/4/20,0.44
2018/4/20,0.33
2018/4/20,0.34
2018/4/20,0.4
2018/4/20,0.49
2018/4/20,0.47
2018/4/20,0.56
2018/4/20,0.5
2018/4/20,0.49
2018/4/20,0.56
2018/4/20,0.43
2018/4/20,0.47
2018/4/20,0.57
2018/4/20,0.55
2018/4/20,0.58
2018/4/21,0.65
2018/4/21,0.68
2018/4/21,0.61
2018/4/21,0.59
2018/4/21,0.57
2018/4/21,0.62
2018/4/21,0.62
2018/4/21,0.64
2018/4/21,0.44
2018/4/21,0.44
2018/4/21,0.44
2018/4/21,0.46
2018/4/21,0.42
2018/4/21,0.28
2018/4/21,0.26
2018/4/21,0.24
2018/4/21,0.26
2018/4/21,0.31
2018/4/21,0.35
2018/4/21,0.32
2018/4/21,0.39
2018/4/21,0.58
2018/4/21,0.72
2018/4/21,0.81
2018/4/22,0.8
2018/4/22,0.76
2018/4/22,0.69
2018/4/22,0.87
2018/4/22,0.88
2018/4/22,0.74
2018/4/22,0.67
2018/4/22,0.75
2018/4/22,0.84
2018/4/22,0.61
2018/4/22,0.61
2018/4/22,0.44
2018/4/22,0.4
2018/4/22,0.37
2018/4/22,0.29
2018/4/22,0.22
2018/4/22,0.24
2018/4/22,0.26
2018/4/22,0.36
2018/4/22,0.45
2018/4/22,0.7
2018/4/22,0.88
2018/4/22,0.64
2018/4/22,0.76
2018/4/23,0.55
2018/4/23,0.65
2018/4/23,0.47
2018/4/23,0.45
2018/4/23,0.36
2018/4/23,0.38
2018/4/23,0.65
2018/4/23,0.69
2018/4/23,0.37
2018/4/23,0.35
2018/4/23,0.46
2018/4/23,0.44
2018/4/23,0.56
2018/4/23,0.5
2018/4/23,0.22
2018/4/23,0.24
2018/4/23,0.21
2018/4/23,0.26
2018/4/23,0.34
2018/4/23,0.38
2018/4/23,0.29
2018/4/23,0.26
2018/4/23,0.27
2018/4/23,0.25
2018/4/24,0.22
2018/4/24,0.18
2018/4/24,0.17
2018/4/24,0.15
2018/4/24,0.14
2018/4/24,0.16
2018/4/24,0.21
2018/4/24,0.32
2018/4/24,0.36
2018/4/24,0.23
2018/4/24,0.17
2018/4/24,0.31
2018/4/24,0.16
2018/4/24,0.15
2018/4/24,0.13
2018/4/24,0.14
2018/4/24,0.2
2018/4/24,0.31
2018/4/24,0.38
2018/4/24,0.41
2018/4/24,0.41
2018/4/24,0.44
2018/4/24,0.37
2018/4/24,0.33
2018/4/25,0.29
2018/4/25,0.26
2018/4/25,0.26
2018/4/25,0.26
2018/4/25,0.27
2018/4/25,0.28
2018/4/25,0.3
2018/4/25,0.33
2018/4/25,0.33
2018/4/25,0.31
2018/4/25,0.31
2018/4/25,0.3
2018/4/25,0.31
2018/4/25,0.29
2018/4/25,0.27
2018/4/25,0.28
2018/4/25,0.3
2018/4/25,0.39
2018/4/25,0.42
2018/4/25,0.41
2018/4/25,0.42
2018/4/25,0.45
2018/4/25,0.39
2018/4/25,0.37
2018/4/26,0.36
2018/4/26,0.35
2018/4/26,0.36
2018/4/26,0.33
2018/4/26,0.33
2018/4/26,0.41
2018/4/26,0.38
2018/4/26,0.46
2018/4/26,0.47
2018/4/26,0.4
2018/4/26,0.46
2018/4/26,0.45
2018/4/26,0.43
2018/4/26,0.37
2018/4/26,0.35
2018/4/26,0.35
2018/4/26,0.34
2018/4/26,0.36
2018/4/26,0.4
2018/4/26,0.44
2018/4/26,0.44
2018/4/26,0.47
2018/4/26,0.56
2018/4/26,0.54
2018/4/27,0.58
2018/4/27,0.63
2018/4/27,0.68
2018/4/27,0.58
2018/4/27,0.43
2018/4/27,0.37
2018/4/27,0.51
2018/4/27,0.74
2018/4/27,0.69
2018/4/27,0.88
2018/4/27,0.6
2018/4/27,0.41
2018/4/27,0.38
2018/4/27,0.3
2018/4/27,0.31
2018/4/27,0.35
2018/4/27,0.37
2018/4/27,0.4
2018/4/27,0.43
2018/4/27,0.42
2018/4/27,0.5
2018/4/27,0.53
2018/4/27,0.61
2018/4/27,0.61
2018/4/28,0.56
2018/4/28,0.49
2018/4/28,0.44
2018/4/28,0.44
2018/4/28,0.44
2018/4/28,0.46
2018/4/28,0.53
2018/4/28,0.66
2018/4/28,0.73
2018/4/28,0.69
2018/4/28,0.7
2018/4/28,0.55
2018/4/28,0.48
2018/4/28,0.47
2018/4/28,0.56
2018/4/28,0.55
2018/4/28,0.64
2018/4/28,0.59
2018/4/28,0.54
2018/4/28,0.5
2018/4/28,0.54
2018/4/28,0.59
2018/4/28,0.6
2018/4/28,0.72
2018/4/29,0.74
2018/4/29,0.75
2018/4/29,0.78
2018/4/29,0.62
2018/4/29,0.55
2018/4/29,0.56
2018/4/29,0.58
2018/4/29,0.54
2018/4/29,0.46
2018/4/29,0.46
2018/4/29,0.41
2018/4/29,0.44
2018/4/29,0.62
2018/4/29,0.6
2018/4/29,0.5
2018/4/29,0.45
2018/4/29,0.41
2018/4/29,0.37
2018/4/29,0.44
2018/4/29,0.47
2018/4/29,0.51
2018/4/29,0.4
2018/4/29,0.36
2018/4/29,0.35
2018/4/30,0.34
2018/4/30,0.42
2018/4/30,0.44
2018/4/30,0.51
2018/4/30,0.47
2018/4/30,0.48
2018/4/30,0.58
2018/4/30,0.71
2018/4/30,0.5
2018/4/30,0.68
2018/4/30,0.57
2018/4/30,0.5
2018/4/30,0.54
2018/4/30,0.63
2018/4/30,0.44
2018/4/30,0.31
2018/4/30,0.31
2018/4/30,0.36
2018/4/30,0.38
2018/4/30,0.36
2018/4/30,0.41
2018/4/30,0.44
2018/4/30,0.43
2018/4/30,0.43
2018/5/1,0.47
2018/5/1,0.43
2018/5/1,0.4
2018/5/1,0.36
2018/5/1,0.32
2018/5/1,0.39
2018/5/1,0.51
2018/5/1,0.45
2018/5/1,0.3
2018/5/1,0.32
2018/5/1,0.28
2018/5/1,0.26
2018/5/1,0.2
2018/5/1,0.17
2018/5/1,0.17
2018/5/1,0.17
2018/5/1,0.22
2018/5/1,0.26
2018/5/1,0.36
2018/5/1,0.33
2018/5/1,0.33
2018/5/1,0.31
2018/5/1,0.26
2018/5/1,0.23
2018/5/2,0.2
2018/5/2,0.19
2018/5/2,0.18
2018/5/2,0.16
2018/5/2,0.16
2018/5/2,0.23
2018/5/2,0.3
2018/5/2,0.44
2018/5/2,0.3
2018/5/2,0.23
2018/5/2,0.21
2018/5/2,0.17
2018/5/2,0.15
2018/5/2,0.15
2018/5/2,0.15
2018/5/2,0.15
2018/5/2,0.17
2018/5/2,0.26
2018/5/2,0.38
2018/5/2,0.36
2018/5/2,0.35
2018/5/2,0.24
2018/5/2,0.2
2018/5/2,0.16
2018/5/3,0.14
2018/5/3,0.12
2018/5/3,0.13
2018/5/3,0.14
2018/5/3,0.16
2018/5/3,0.2
2018/5/3,0.36
2018/5/3,0.54
2018/5/3,0.43
2018/5/3,0.44
2018/5/3,0.45
2018/5/3,0.45
2018/5/3,0.4
2018/5/3,0.38
2018/5/3,0.36
2018/5/3,0.34
2018/5/3,0.34
2018/5/3,0.46
2018/5/3,0.5
2018/5/3,0.52
2018/5/3,0.44
2018/5/3,0.42
2018/5/3,0.42
2018/5/3,0.4
2018/5/4,0.38
2018/5/4,0.36
2018/5/4,0.33
2018/5/4,0.32
2018/5/4,0.32
2018/5/4,0.33
2018/5/4,0.39
2018/5/4,0.57
2018/5/4,0.7
2018/5/4,0.6
2018/5/4,0.6
2018/5/4,0.49
2018/5/4,0.49
2018/5/4,0.49
2018/5/4,0.44
2018/5/4,0.46
2018/5/4,0.44
2018/5/4,0.42
2018/5/4,0.43
2018/5/4,0.52
2018/5/4,0.68
2018/5/4,0.49
2018/5/4,0.81
2018/5/4,0.61
2018/5/5,0.39
2018/5/5,0.35
2018/5/5,0.33
2018/5/5,0.3
2018/5/5,0.3
2018/5/5,0.32
2018/5/5,0.39
2018/5/5,0.39
2018/5/5,0.38
2018/5/5,0.35
2018/5/5,0.51
2018/5/5,0.49
2018/5/5,0.43
2018/5/5,0.3
2018/5/5,0.3
2018/5/5,0.29
2018/5/5,0.31
2018/5/5,0.37
2018/5/5,0.37
2018/5/5,0.4
2018/5/5,0.44
2018/5/5,0.78
2018/5/5,0.58
2018/5/5,0.56
2018/5/6,0.38
2018/5/6,0.33
2018/5/6,0.32
2018/5/6,0.3
2018/5/6,0.34
2018/5/6,0.34
2018/5/6,0.4
2018/5/6,0.37
2018/5/6,0.34
2018/5/6,0.31
2018/5/6,0.25
2018/5/6,0.31
2018/5/6,0.25
2018/5/6,0.19
2018/5/6,0.13
2018/5/6,0.09
2018/5/6,0.1
2018/5/6,0.13
2018/5/6,0.15
2018/5/6,0.21
2018/5/6,0.22
2018/5/6,0.17
2018/5/6,0.21
2018/5/6,0.19
2018/5/7,0.13
2018/5/7,0.13
2018/5/7,0.14
2018/5/7,0.14
2018/5/7,0.13
2018/5/7,0.16
2018/5/7,0.22
2018/5/7,0.29
2018/5/7,0.28
2018/5/7,0.28
2018/5/7,0.25
2018/5/7,0.23
2018/5/7,0.22
2018/5/7,0.19
2018/5/7,0.16
2018/5/7,0.15
2018/5/7,0.2
2018/5/7,0.32
2018/5/7,0.33
2018/5/7,0.35
2018/5/7,0.24
2018/5/7,0.22
2018/5/7,0.21
2018/5/7,0.16
2018/5/8,0.12
2018/5/8,0.16
2018/5/8,0.13
2018/5/8,0.27
2018/5/8,0.15
2018/5/8,0.16
2018/5/8,0.18
2018/5/8,0.36
2018/5/8,0.4
2018/5/8,0.24
2018/5/8,0.21
2018/5/8,0.21
2018/5/8,0.26
2018/5/8,0.32
2018/5/8,0.18
2018/5/8,0.18
2018/5/8,0.23
2018/5/8,0.23
2018/5/8,0.23
2018/5/8,0.27
2018/5/8,0.29
2018/5/8,0.35
2018/5/8,0.4
2018/5/8,0.41
2018/5/9,0.35
2018/5/9,0.29
2018/5/9,0.29
2018/5/9,0.28
2018/5/9,0.27
2018/5/9,0.26
2018/5/9,0.26
2018/5/9,0.38
2018/5/9,0.35
2018/5/9,0.28
2018/5/9,0.28
2018/5/9,0.3
2018/5/9,0.29
2018/5/9,0.28
2018/5/9,0.27
2018/5/9,0.28
2018/5/9,0.31
2018/5/9,0.3
2018/5/9,0.3
2018/5/9,0.29
2018/5/9,0.28
2018/5/9,0.28
2018/5/9,0.25
2018/5/9,0.22
2018/5/10,0.2
2018/5/10,0.2
2018/5/10,0.2
2018/5/10,0.19
2018/5/10,0.18
2018/5/10,0.18
2018/5/10,0.2
2018/5/10,0.25
2018/5/10,0.22
2018/5/10,0.23
2018/5/10,0.26
2018/5/10,0.27
2018/5/10,0.23
2018/5/10,0.2
2018/5/10,0.2
2018/5/10,0.2
2018/5/10,0.23
2018/5/10,0.27
2018/5/10,0.29
2018/5/10,0.29
2018/5/10,0.34
2018/5/10,0.4
2018/5/10,0.38
2018/5/10,0.37
2018/5/11,0.35
2018/5/11,0.32
2018/5/11,0.31
2018/5/11,0.28
2018/5/11,0.28
2018/5/11,0.31
2018/5/11,0.42
2018/5/11,0.66
2018/5/11,0.49
2018/5/11,0.4
2018/5/11,0.34
2018/5/11,0.35
2018/5/11,0.35
2018/5/11,0.33
2018/5/11,0.27
2018/5/11,0.28
2018/5/11,0.28
2018/5/11,0.33
2018/5/11,0.31
2018/5/11,0.3
2018/5/11,0.3
2018/5/11,0.38
2018/5/11,0.38
2018/5/11,0.44
2018/5/12,0.57
2018/5/12,0.45
2018/5/12,0.55
2018/5/12,0.55
2018/5/12,0.63
2018/5/12,0.65
2018/5/12,0.69
2018/5/12,0.55
2018/5/12,0.56
2018/5/12,0.71
2018/5/12,0.68
2018/5/12,0.48
2018/5/12,0.4
2018/5/12,0.24
2018/5/12,0.26
2018/5/12,0.25
2018/5/12,0.23
2018/5/12,0.3
2018/5/12,0.32
2018/5/12,0.32
2018/5/12,0.39
2018/5/12,0.42
2018/5/12,0.49
2018/5/12,0.42
2018/5/13,0.4
2018/5/13,0.31
2018/5/13,0.32
2018/5/13,0.27
2018/5/13,0.27
2018/5/13,0.3
2018/5/13,0.27
2018/5/13,0.25
2018/5/13,0.26
2018/5/13,0.26
2018/5/13,0.22
2018/5/13,0.18
2018/5/13,0.16
2018/5/13,0.15
2018/5/13,0.15
2018/5/13,0.17
2018/5/13,0.22
2018/5/13,0.21
2018/5/13,0.27
2018/5/13,0.36
2018/5/13,0.31
2018/5/13,0.33
2018/5/13,0.32
2018/5/13,0.25
2018/5/14,0.19
2018/5/14,0.19
2018/5/14,0.22
2018/5/14,0.24
2018/5/14,0.22
2018/5/14,0.24
2018/5/14,0.36
2018/5/14,0.36
2018/5/14,0.31
2018/5/14,0.29
2018/5/14,0.28
2018/5/14,0.27
2018/5/14,0.28
2018/5/14,0.26
2018/5/14,0.24
2018/5/14,0.21
2018/5/14,0.22
2018/5/14,0.23
2018/5/14,0.26
2018/5/14,0.28
2018/5/14,0.32
2018/5/14,0.38
2018/5/14,0.43
2018/5/14,0.32
2018/5/15,0.31
2018/5/15,0.25
2018/5/15,0.27
2018/5/15,0.28
2018/5/15,0.26
2018/5/15,0.28
2018/5/15,0.41
2018/5/15,0.47
2018/5/15,0.33
2018/5/15,0.22
2018/5/15,0.2
2018/5/15,0.17
2018/5/15,0.17
2018/5/15,0.17
2018/5/15,0.15
2018/5/15,0.13
2018/5/15,0.17
2018/5/15,0.24
2018/5/15,0.25
2018/5/15,0.31
2018/5/15,0.32
2018/5/15,0.3
2018/5/15,0.28
2018/5/15,0.22
2018/5/16,0.22
2018/5/16,0.17
2018/5/16,0.17
2018/5/16,0.17
2018/5/16,0.18
2018/5/16,0.2
2018/5/16,0.24
2018/5/16,0.33
2018/5/16,0.28
2018/5/16,0.2
2018/5/16,0.17
2018/5/16,0.17
2018/5/16,0.15
2018/5/16,0.14
2018/5/16,0.12
2018/5/16,0.13
2018/5/16,0.15
2018/5/16,0.24
2018/5/16,0.24
2018/5/16,0.31
2018/5/16,0.31
2018/5/16,0.32
2018/5/16,0.27
2018/5/16,0.22
2018/5/17,0.22
2018/5/17,0.24
2018/5/17,0.22
2018/5/17,0.13
2018/5/17,0.12
2018/5/17,0.15
2018/5/17,0.21
2018/5/17,0.28
2018/5/17,0.26
2018/5/17,0.16
2018/5/17,0.13
2018/5/17,0.13
2018/5/17,0.14
2018/5/17,0.11
2018/5/17,0.11
2018/5/17,0.12
2018/5/17,0.13
2018/5/17,0.18
2018/5/17,0.26
2018/5/17,0.38
2018/5/17,0.29
2018/5/17,0.23
2018/5/17,0.21
2018/5/17,0.2
2018/5/18,0.18
2018/5/18,0.17
2018/5/18,0.17
2018/5/18,0.19
2018/5/18,0.24
2018/5/18,0.24
2018/5/18,0.29
2018/5/18,0.3
2018/5/18,0.27
2018/5/18,0.22
2018/5/18,0.17
2018/5/18,0.15
2018/5/18,0.16
2018/5/18,0.14
2018/5/18,0.16
2018/5/18,0.17
2018/5/18,0.16
2018/5/18,0.22
2018/5/18,0.3
2018/5/18,0.4
2018/5/18,0.41
2018/5/18,0.37
2018/5/18,0.42
2018/5/18,0.41
2018/5/19,0.29
2018/5/19,0.28
2018/5/19,0.26
2018/5/19,0.24
2018/5/19,0.23
2018/5/19,0.22
2018/5/19,0.28
2018/5/19,0.25
2018/5/19,0.26
2018/5/19,0.22
2018/5/19,0.2
2018/5/19,0.17
2018/5/19,0.15
2018/5/19,0.14
2018/5/19,0.15
2018/5/19,0.18
2018/5/19,0.19
2018/5/19,0.23
2018/5/19,0.25
2018/5/19,0.21
2018/5/19,0.22
2018/5/19,0.22
2018/5/19,0.24
2018/5/19,0.18
2018/5/20,0.17
2018/5/20,0.12
2018/5/20,0.17
2018/5/20,0.16
2018/5/20,0.12
2018/5/20,0.1
2018/5/20,0.14
2018/5/20,0.2
2018/5/20,0.22
2018/5/20,0.22
2018/5/20,0.17
2018/5/20,0.15
2018/5/20,0.46
2018/5/20,0.42
2018/5/20,0.34
2018/5/20,0.6
2018/5/20,0.14
2018/5/20,0.19
2018/5/20,0.26
2018/5/20,0.26
2018/5/20,0.31
2018/5/20,0.3
2018/5/20,0.42
2018/5/20,0.28
2018/5/21,0.16
2018/5/21,0.24
2018/5/21,0.26
2018/5/21,0.31
2018/5/21,0.33
2018/5/21,0.32
2018/5/21,0.24
2018/5/21,0.25
2018/5/21,0.27
2018/5/21,0.25
2018/5/21,0.37
2018/5/21,0.26
2018/5/21,0.22
2018/5/21,0.14
2018/5/21,0.13
2018/5/21,0.15
2018/5/21,0.17
2018/5/21,0.21
2018/5/21,0.27
2018/5/21,0.25
2018/5/21,0.25
2018/5/21,0.42
2018/5/21,0.32
2018/5/21,0.28
2018/5/22,0.28
2018/5/22,0.28
2018/5/22,0.28
2018/5/22,0.28
2018/5/22,0.29
2018/5/22,0.36
2018/5/22,0.49
2018/5/22,0.46
2018/5/22,0.46
2018/5/22,0.58
2018/5/22,0.72
2018/5/22,0.72
2018/5/22,0.61
2018/5/22,0.45
2018/5/22,0.17
2018/5/22,0.21
2018/5/22,0.2
2018/5/22,0.27
2018/5/22,0.52
2018/5/22,0.34
2018/5/22,0.37
2018/5/22,0.49
2018/5/22,0.42
2018/5/22,0.49
2018/5/23,0.42
2018/5/23,0.27
2018/5/23,0.31
2018/5/23,0.36
2018/5/23,0.26
2018/5/23,0.32
2018/5/23,0.33
2018/5/23,0.32
2018/5/23,0.25
2018/5/23,0.24
2018/5/23,0.25
2018/5/23,0.39
2018/5/23,0.25
2018/5/23,0.17
2018/5/23,0.14
2018/5/23,0.14
2018/5/23,0.19
2018/5/23,0.29
2018/5/23,0.44
2018/5/23,0.69
2018/5/23,0.76
2018/5/23,0.63
2018/5/23,0.56
2018/5/23,0.5
2018/5/24,0.5
2018/5/24,0.47
2018/5/24,0.46
2018/5/24,0.44
2018/5/24,0.47
2018/5/24,0.47
2018/5/24,0.5
2018/5/24,0.58
2018/5/24,0.51
2018/5/24,0.45
2018/5/24,0.39
2018/5/24,0.45
2018/5/24,0.44
2018/5/24,0.39
2018/5/24,0.35
2018/5/24,0.23
2018/5/24,0.25
2018/5/24,0.33
2018/5/24,0.31
2018/5/24,0.46
2018/5/24,0.63
2018/5/24,0.82
2018/5/24,0.61
2018/5/24,0.53
2018/5/25,0.47
2018/5/25,0.43
2018/5/25,0.38
2018/5/25,0.31
2018/5/25,0.27
2018/5/25,0.32
2018/5/25,0.37
2018/5/25,0.37
2018/5/25,0.29
2018/5/25,0.25
2018/5/25,0.21
2018/5/25,0.19
2018/5/25,0.21
2018/5/25,0.16
2018/5/25,0.15
2018/5/25,0.15
2018/5/25,0.19
2018/5/25,0.24
2018/5/25,0.29
2018/5/25,0.33
2018/5/25,0.35
2018/5/25,0.31
2018/5/25,0.23
2018/5/25,0.23
2018/5/26,0.19
2018/5/26,0.16
2018/5/26,0.14
2018/5/26,0.15
2018/5/26,0.15
2018/5/26,0.15
2018/5/26,0.18
2018/5/26,0.22
2018/5/26,0.23
2018/5/26,0.19
2018/5/26,0.12
2018/5/26,0.13
2018/5/26,0.12
2018/5/26,0.1
2018/5/26,0.09
2018/5/26,0.1
2018/5/26,0.12
2018/5/26,0.19
2018/5/26,0.22
2018/5/26,0.36
2018/5/26,0.41
2018/5/26,0.34
2018/5/26,0.3
2018/5/26,0.24
2018/5/27,0.24
2018/5/27,0.2
2018/5/27,0.18
2018/5/27,0.17
2018/5/27,0.15
2018/5/27,0.15
2018/5/27,0.18
2018/5/27,0.19
2018/5/27,0.2
2018/5/27,0.18
2018/5/27,0.18
2018/5/27,0.17
2018/5/27,0.13
2018/5/27,0.12
2018/5/27,0.12
2018/5/27,0.14
2018/5/27,0.15
2018/5/27,0.18
2018/5/27,0.2
2018/5/27,0.28
2018/5/27,0.34
2018/5/27,0.31
2018/5/27,0.28
2018/5/27,0.21
2018/5/28,0.17
2018/5/28,0.15
2018/5/28,0.14
2018/5/28,0.1
2018/5/28,0.1
2018/5/28,0.16
2018/5/28,0.17
2018/5/28,0.21
2018/5/28,0.2
2018/5/28,0.16
2018/5/28,0.14
2018/5/28,0.14
2018/5/28,0.13
2018/5/28,0.1
2018/5/28,0.11
2018/5/28,0.1
2018/5/28,0.13
2018/5/28,0.18
2018/5/28,0.16
2018/5/28,0.19
2018/5/28,0.21
2018/5/28,0.22
2018/5/28,0.19
2018/5/28,0.19
2018/5/29,0.19
2018/5/29,0.15
2018/5/29,0.15
2018/5/29,0.15
2018/5/29,0.16
2018/5/29,0.18
2018/5/29,0.31
2018/5/29,0.43
2018/5/29,0.34
2018/5/29,0.26
2018/5/29,0.19
2018/5/29,0.17
2018/5/29,0.34
2018/5/29,0.24
2018/5/29,0.25
2018/5/29,0.45
2018/5/29,0.61
2018/5/29,0.63
2018/5/29,0.3
2018/5/29,0.3
2018/5/29,0.38
2018/5/29,0.27
2018/5/29,0.25
2018/5/29,0.18
2018/5/30,0.18
2018/5/30,0.19
2018/5/30,0.19
2018/5/30,0.17
2018/5/30,0.23
2018/5/30,0.26
2018/5/30,0.28
2018/5/30,0.32
2018/5/30,0.22
2018/5/30,0.24
2018/5/30,0.2
2018/5/30,0.27
2018/5/30,0.15
2018/5/30,0.15
2018/5/30,0.12
2018/5/30,0.13
2018/5/30,0.15
2018/5/30,0.22
2018/5/30,0.19
2018/5/30,0.16
2018/5/30,0.19
2018/5/30,0.19
2018/5/30,0.18
2018/5/30,0.19
2018/5/31,0.19
2018/5/31,0.21
2018/5/31,0.18
2018/5/31,0.16
2018/5/31,0.19
2018/5/31,0.19
2018/5/31,0.2
2018/5/31,0.32
2018/5/31,0.26
2018/5/31,0.19
2018/5/31,0.16
2018/5/31,0.15
2018/5/31,0.13
2018/5/31,0.09
2018/5/31,0.09
2018/5/31,0.11
2018/5/31,0.34
2018/5/31,0.19
2018/5/31,0.26
2018/5/31,0.28
2018/5/31,0.24
2018/5/31,0.2
2018/5/31,0.09
2018/5/31,0.14
2018/6/1,0.19
2018/6/1,0.22
2018/6/1,0.23
2018/6/1,0.27
2018/6/1,0.31
2018/6/1,0.31
2018/6/1,0.34
2018/6/1,0.36
2018/6/1,0.38
2018/6/1,0.38
2018/6/1,0.35
2018/6/1,0.37
2018/6/1,0.36
2018/6/1,0.33
2018/6/1,0.24
2018/6/1,0.23
2018/6/1,0.25
2018/6/1,0.31
2018/6/1,0.32
2018/6/1,0.29
2018/6/1,0.29
2018/6/1,0.3
2018/6/1,0.3
2018/6/1,0.32
2018/6/2,0.32
2018/6/2,0.26
2018/6/2,0.24
2018/6/2,0.24
2018/6/2,0.23
2018/6/2,0.23
2018/6/2,0.27
2018/6/2,0.3
2018/6/2,0.31
2018/6/2,0.29
2018/6/2,0.32
2018/6/2,0.33
2018/6/2,0.29
2018/6/2,0.25
2018/6/2,0.3
2018/6/2,0.28
2018/6/2,0.25
2018/6/2,0.27
2018/6/2,0.3
2018/6/2,0.34
2018/6/2,0.35
2018/6/2,0.35
2018/6/2,0.38
2018/6/2,0.4
2018/6/3,0.41
2018/6/3,0.32
2018/6/3,0.3
2018/6/3,0.32
2018/6/3,0.34
2018/6/3,0.4
2018/6/3,0.42
2018/6/3,0.35
2018/6/3,0.38
2018/6/3,0.39
2018/6/3,0.35
2018/6/3,0.33
2018/6/3,0.27
2018/6/3,0.26
2018/6/3,0.2
2018/6/3,0.19
2018/6/3,0.21
2018/6/3,0.22
2018/6/3,0.24
2018/6/3,0.25
2018/6/3,0.26
2018/6/3,0.27
2018/6/3,0.28
2018/6/3,0.32
2018/6/4,0.33
2018/6/4,0.36
2018/6/4,0.35
2018/6/4,0.35
2018/6/4,0.35
2018/6/4,0.35
2018/6/4,0.43
2018/6/4,0.55
2018/6/4,0.5
2018/6/4,0.43
2018/6/4,0.33
2018/6/4,0.32
2018/6/4,0.38
2018/6/4,0.23
2018/6/4,0.23
2018/6/4,0.22
2018/6/4,0.24
2018/6/4,0.29
2018/6/4,0.33
2018/6/4,0.36
2018/6/4,0.34
2018/6/4,0.47
2018/6/4,0.46
2018/6/4,0.4
2018/6/5,0.51
2018/6/5,0.39
2018/6/5,0.29
2018/6/5,0.29
2018/6/5,0.4
2018/6/5,0.4
2018/6/5,0.44
2018/6/5,0.44
2018/6/5,0.4
2018/6/5,0.31
2018/6/5,0.46
2018/6/5,0.46
2018/6/5,0.34
2018/6/5,0.29
2018/6/5,0.22
2018/6/5,0.19
2018/6/5,0.2
2018/6/5,0.24
2018/6/5,0.21
2018/6/5,0.19
2018/6/5,0.22
2018/6/5,0.34
2018/6/5,0.25
2018/6/5,0.28
2018/6/6,0.32
2018/6/6,0.27
2018/6/6,0.19
2018/6/6,0.15
2018/6/6,0.15
2018/6/6,0.29
2018/6/6,0.32
2018/6/6,0.27
2018/6/6,0.5
2018/6/6,0.44
2018/6/6,0.27
2018/6/6,0.3
2018/6/6,0.19
2018/6/6,0.15
2018/6/6,0.13
2018/6/6,0.14
2018/6/6,0.17
2018/6/6,0.2
2018/6/6,0.27
2018/6/6,0.26
2018/6/6,0.28
2018/6/6,0.31
2018/6/6,0.34
2018/6/6,0.32
2018/6/7,0.32
2018/6/7,0.27
2018/6/7,0.3
2018/6/7,0.28
2018/6/7,0.27
2018/6/7,0.28
2018/6/7,0.29
2018/6/7,0.26
2018/6/7,0.22
2018/6/7,0.24
2018/6/7,0.21
2018/6/7,0.22
2018/6/7,0.22
2018/6/7,0.18
2018/6/7,0.16
2018/6/7,0.1
2018/6/7,0.17
2018/6/7,0.24
2018/6/7,0.25
2018/6/7,0.35
2018/6/7,0.4
2018/6/7,0.43
2018/6/7,0.33
2018/6/7,0.26
2018/6/8,0.24
2018/6/8,0.27
2018/6/8,0.24
2018/6/8,0.23
2018/6/8,0.26
2018/6/8,0.23
2018/6/8,0.28
2018/6/8,0.32
2018/6/8,0.45
2018/6/8,0.46
2018/6/8,0.68
2018/6/8,0.59
2018/6/8,0.29
2018/6/8,0.16
2018/6/8,0.13
2018/6/8,0.13
2018/6/8,0.18
2018/6/8,0.23
2018/6/8,0.27
2018/6/8,0.28
