tstp,CO
2018/7/31,0.31
2018/7/31,0.32
2018/7/31,0.27
2018/7/31,0.24
2018/8/1,0.21
2018/8/1,0.14
2018/8/1,0.13
2018/8/1,0.13
2018/8/1,0.12
2018/8/1,0.13
2018/8/1,0.18
2018/8/1,0.25
2018/8/1,0.24
2018/8/1,0.2
2018/8/1,0.2
2018/8/1,0.19
2018/8/1,0.14
2018/8/1,0.14
2018/8/1,0.14
2018/8/1,0.15
2018/8/1,0.18
2018/8/1,0.19
2018/8/1,0.2
2018/8/1,0.21
2018/8/1,0.21
2018/8/1,0.25
2018/8/1,0.22
2018/8/1,0.2
2018/8/2,0.16
2018/8/2,0.13
2018/8/2,0.14
2018/8/2,0.14
2018/8/2,0.13
2018/8/2,0.14
2018/8/2,0.2
2018/8/2,0.32
2018/8/2,0.35
2018/8/2,0.24
2018/8/2,0.29
2018/8/2,0.21
2018/8/2,0.25
2018/8/2,0.2
2018/8/2,0.22
2018/8/2,0.17
2018/8/2,0.16
2018/8/2,0.2
2018/8/2,0.24
2018/8/2,0.29
2018/8/2,0.35
2018/8/2,0.28
2018/8/2,0.23
2018/8/2,0.2
2018/8/3,0.18
2018/8/3,0.12
2018/8/3,0.12
2018/8/3,0.11
2018/8/3,0.11
2018/8/3,0.14
2018/8/3,0.2
2018/8/3,0.32
2018/8/3,0.26
2018/8/3,0.25
2018/8/3,0.21
2018/8/3,0.18
2018/8/3,0.18
2018/8/3,0.13
2018/8/3,0.18
2018/8/3,0.15
2018/8/3,0.21
2018/8/3,0.34
2018/8/3,0.4
2018/8/3,0.37
2018/8/3,0.31
2018/8/3,0.29
2018/8/3,0.33
2018/8/3,0.29
2018/8/4,0.29
2018/8/4,0.18
2018/8/4,0.16
2018/8/4,0.14
2018/8/4,0.12
2018/8/4,0.13
2018/8/4,0.17
2018/8/4,0.2
2018/8/4,0.18
2018/8/4,0.22
2018/8/4,0.17
2018/8/4,0.19
2018/8/4,0.37
2018/8/4,0.28
2018/8/4,0.13
2018/8/4,0.12
2018/8/4,0.13
2018/8/4,0.18
2018/8/4,0.25
2018/8/4,0.29
2018/8/4,0.31
2018/8/4,0.32
2018/8/4,0.32
2018/8/4,0.29
2018/8/5,0.23
2018/8/5,0.2
2018/8/5,0.24
2018/8/5,0.22
2018/8/5,0.16
2018/8/5,0.26
2018/8/5,0.27
2018/8/5,0.29
2018/8/5,0.3
2018/8/5,0.25
2018/8/5,0.17
2018/8/5,0.2
2018/8/5,0.14
2018/8/5,0.12
2018/8/5,0.12
2018/8/5,0.11
2018/8/5,0.14
2018/8/5,0.22
2018/8/5,0.28
2018/8/5,0.44
2018/8/5,0.56
2018/8/5,0.43
2018/8/5,0.47
2018/8/5,0.44
2018/8/6,0.4
2018/8/6,0.3
2018/8/6,0.21
2018/8/6,0.14
2018/8/6,0.16
2018/8/6,0.15
2018/8/6,0.3
2018/8/6,0.45
2018/8/6,0.6
2018/8/6,0.37
2018/8/6,0.28
2018/8/6,0.2
2018/8/6,0.15
2018/8/6,0.11
2018/8/6,0.1
2018/8/6,0.14
2018/8/6,0.13
2018/8/6,0.17
2018/8/6,0.18
2018/8/6,0.12
2018/8/6,0.14
2018/8/6,0.25
2018/8/6,0.29
2018/8/6,0.29
2018/8/7,0.18
2018/8/7,0.14
2018/8/7,0.14
2018/8/7,0.13
2018/8/7,0.17
2018/8/7,0.16
2018/8/7,0.22
2018/8/7,0.34
2018/8/7,0.3
2018/8/7,0.24
2018/8/7,0.27
2018/8/7,0.42
2018/8/7,0.34
2018/8/7,0.26
2018/8/7,0.18
2018/8/7,0.19
2018/8/7,0.17
2018/8/7,0.18
2018/8/7,0.18
2018/8/7,0.21
2018/8/7,0.19
2018/8/7,0.38
2018/8/7,0.38
2018/8/7,0.3
2018/8/8,0.21
2018/8/8,0.17
2018/8/8,0.16
2018/8/8,0.15
2018/8/8,0.16
2018/8/8,0.21
2018/8/8,0.26
2018/8/8,0.36
2018/8/8,0.25
2018/8/8,0.2
2018/8/8,0.2
2018/8/8,0.16
2018/8/8,0.16
2018/8/8,0.15
2018/8/8,0.13
2018/8/8,0.15
2018/8/8,0.22
2018/8/8,0.2
2018/8/8,0.22
2018/8/8,0.21
2018/8/8,0.21
2018/8/8,0.2
2018/8/8,0.32
2018/8/8,0.31
2018/8/9,0.23
2018/8/9,0.16
2018/8/9,0.16
2018/8/9,0.14
2018/8/9,0.14
2018/8/9,0.17
2018/8/9,0.27
2018/8/9,0.3
2018/8/9,0.23
2018/8/9,0.26
2018/8/9,0.45
2018/8/9,0.32
2018/8/9,0.4
2018/8/9,0.46
2018/8/9,0.14
2018/8/9,0.14
2018/8/9,0.15
2018/8/9,0.22
2018/8/9,0.2
2018/8/9,0.24
2018/8/9,0.27
2018/8/9,0.3
2018/8/9,0.41
2018/8/9,0.36
2018/8/10,0.3
2018/8/10,0.19
2018/8/10,0.16
2018/8/10,0.17
2018/8/10,0.16
2018/8/10,0.18
2018/8/10,0.24
2018/8/10,0.2
2018/8/10,0.17
2018/8/10,0.21
2018/8/10,0.17
2018/8/10,0.15
2018/8/10,0.13
2018/8/10,0.11
2018/8/10,0.12
2018/8/10,0.14
2018/8/10,0.14
2018/8/10,0.16
2018/8/10,0.18
2018/8/10,0.23
2018/8/10,0.26
2018/8/10,0.33
2018/8/10,0.31
2018/8/10,0.26
2018/8/11,0.2
2018/8/11,0.31
2018/8/11,0.27
2018/8/11,0.29
2018/8/11,0.28
2018/8/11,0.26
2018/8/11,0.25
2018/8/11,0.24
2018/8/11,0.25
2018/8/11,0.32
2018/8/11,0.29
2018/8/11,0.24
2018/8/11,0.24
2018/8/11,0.2
2018/8/11,0.19
2018/8/11,0.17
2018/8/11,0.17
2018/8/11,0.21
2018/8/11,0.21
2018/8/11,0.25
2018/8/11,0.25
2018/8/11,0.26
2018/8/11,0.24
2018/8/11,0.25
2018/8/12,0.34
2018/8/12,0.35
2018/8/12,0.36
2018/8/12,0.39
2018/8/12,0.32
2018/8/12,0.29
2018/8/12,0.33
2018/8/12,0.33
2018/8/12,0.35
2018/8/12,0.38
2018/8/12,0.42
2018/8/12,0.38
2018/8/12,0.24
2018/8/12,0.2
2018/8/12,0.21
2018/8/12,0.22
2018/8/12,0.24
2018/8/12,0.27
2018/8/12,0.32
2018/8/12,0.35
2018/8/12,0.44
2018/8/12,0.51
2018/8/12,0.5
2018/8/12,0.39
2018/8/13,0.3
2018/8/13,0.22
2018/8/13,0.21
2018/8/13,0.17
2018/8/13,0.17
2018/8/13,0.18
2018/8/13,0.24
2018/8/13,0.23
2018/8/13,0.21
2018/8/13,0.23
2018/8/13,0.29
2018/8/13,0.44
2018/8/13,0.25
2018/8/13,0.21
2018/8/13,0.22
2018/8/13,0.23
2018/8/13,0.27
2018/8/13,0.26
2018/8/13,0.39
2018/8/13,0.43
2018/8/13,0.48
2018/8/13,0.55
2018/8/13,0.46
2018/8/13,0.39
2018/8/14,0.22
2018/8/14,0.23
2018/8/14,0.22
2018/8/14,0.17
2018/8/14,0.18
2018/8/14,0.21
2018/8/14,0.27
2018/8/14,0.24
2018/8/14,0.28
2018/8/14,0.23
2018/8/14,0.19
2018/8/14,0.35
2018/8/14,0.33
2018/8/14,0.24
2018/8/14,0.2
2018/8/14,0.2
2018/8/14,0.26
2018/8/14,0.29
2018/8/14,0.28
2018/8/14,0.3
2018/8/14,0.27
2018/8/14,0.29
2018/8/14,0.27
2018/8/14,0.23
2018/8/15,0.22
2018/8/15,0.19
2018/8/15,0.2
2018/8/15,0.2
2018/8/15,0.2
2018/8/15,0.22
2018/8/15,0.31
2018/8/15,0.49
2018/8/15,0.37
2018/8/15,0.33
2018/8/15,0.3
2018/8/15,0.26
2018/8/15,0.25
2018/8/15,0.24
2018/8/15,0.25
2018/8/15,0.29
2018/8/15,0.29
2018/8/15,0.4
2018/8/15,0.51
2018/8/15,0.36
2018/8/15,0.37
2018/8/15,0.36
2018/8/15,0.34
2018/8/15,0.34
2018/8/16,0.31
2018/8/16,0.19
2018/8/16,0.18
2018/8/16,0.21
2018/8/16,0.19
2018/8/16,0.22
2018/8/16,0.27
2018/8/16,0.37
2018/8/16,0.29
2018/8/16,0.29
2018/8/16,0.27
2018/8/16,0.57
2018/8/16,0.61
2018/8/16,0.69
2018/8/16,0.31
2018/8/16,0.21
2018/8/16,0.17
2018/8/16,0.19
2018/8/16,0.23
2018/8/16,0.32
2018/8/16,0.29
2018/8/16,0.25
2018/8/16,0.24
2018/8/16,0.21
2018/8/17,0.2
2018/8/17,0.18
2018/8/17,0.16
2018/8/17,0.15
2018/8/17,0.13
2018/8/17,0.15
2018/8/17,0.24
2018/8/17,0.29
2018/8/17,0.27
2018/8/17,0.23
2018/8/17,0.23
2018/8/17,0.22
2018/8/17,0.15
2018/8/17,0.14
2018/8/17,0.15
2018/8/17,0.16
2018/8/17,0.2
2018/8/17,0.23
2018/8/17,0.31
2018/8/17,0.36
2018/8/17,0.33
2018/8/17,0.31
2018/8/17,0.29
2018/8/17,0.22
2018/8/18,0.2
2018/8/18,0.23
2018/8/18,0.22
2018/8/18,0.2
2018/8/18,0.21
2018/8/18,0.26
2018/8/18,0.32
2018/8/18,0.29
2018/8/18,0.28
2018/8/18,0.23
2018/8/18,0.21
2018/8/18,0.21
2018/8/18,0.18
2018/8/18,0.15
2018/8/18,0.17
2018/8/18,0.17
2018/8/18,0.28
2018/8/18,0.31
2018/8/18,0.21
2018/8/18,0.39
2018/8/18,0.37
2018/8/18,0.35
2018/8/18,0.35
2018/8/18,0.33
2018/8/19,0.27
2018/8/19,0.26
2018/8/19,0.25
2018/8/19,0.23
2018/8/19,0.22
2018/8/19,0.23
2018/8/19,0.27
2018/8/19,0.27
2018/8/19,0.23
2018/8/19,0.26
2018/8/19,0.23
2018/8/19,0.24
2018/8/19,0.22
2018/8/19,0.13
2018/8/19,0.15
2018/8/19,0.17
2018/8/19,0.23
2018/8/19,0.24
2018/8/19,0.31
2018/8/19,0.3
2018/8/19,0.31
2018/8/19,0.29
2018/8/19,0.27
2018/8/19,0.26
2018/8/20,0.26
2018/8/20,0.28
2018/8/20,0.28
2018/8/20,0.28
2018/8/20,0.38
2018/8/20,0.43
2018/8/20,0.51
2018/8/20,0.43
2018/8/20,0.31
2018/8/20,0.3
2018/8/20,0.24
2018/8/20,0.25
2018/8/20,0.35
2018/8/20,0.38
2018/8/20,0.31
2018/8/20,0.22
2018/8/20,0.48
2018/8/20,0.33
2018/8/20,0.34
2018/8/20,0.47
2018/8/20,0.42
2018/8/20,0.44
2018/8/20,0.36
2018/8/20,0.3
2018/8/21,0.38
2018/8/21,0.23
2018/8/21,0.23
2018/8/21,0.2
2018/8/21,0.16
2018/8/21,0.28
2018/8/21,0.25
2018/8/21,0.25
2018/8/21,0.24
2018/8/21,0.23
2018/8/21,0.28
2018/8/21,0.54
2018/8/21,0.48
2018/8/21,0.3
2018/8/21,0.3
2018/8/21,0.15
2018/8/21,0.17
2018/8/21,0.25
2018/8/21,0.25
2018/8/21,0.3
2018/8/21,0.22
2018/8/21,0.25
2018/8/21,0.21
2018/8/21,0.16
2018/8/22,0.16
2018/8/22,0.31
2018/8/22,0.2
2018/8/22,0.21
2018/8/22,0.25
2018/8/22,0.26
2018/8/22,0.37
2018/8/22,0.55
2018/8/22,0.42
2018/8/22,0.32
2018/8/22,0.19
2018/8/22,0.17
2018/8/22,0.13
2018/8/22,0.13
2018/8/22,0.13
2018/8/22,0.15
2018/8/22,0.21
2018/8/22,0.25
2018/8/22,0.37
2018/8/22,0.3
2018/8/22,0.25
2018/8/22,0.29
2018/8/22,0.33
2018/8/22,0.34
2018/8/23,0.33
2018/8/23,0.27
2018/8/23,0.25
2018/8/23,0.28
2018/8/23,0.27
2018/8/23,0.28
2018/8/23,0.39
2018/8/23,0.4
2018/8/23,0.46
2018/8/23,0.33
2018/8/23,0.3
2018/8/23,0.26
2018/8/23,0.25
2018/8/23,0.17
2018/8/23,0.15
2018/8/23,0.22
2018/8/23,0.25
2018/8/23,0.33
2018/8/23,0.58
2018/8/23,0.38
2018/8/23,0.22
2018/8/23,0.16
2018/8/23,0.15
2018/8/23,0.14
2018/8/24,0.13
2018/8/24,0.18
2018/8/24,0.16
2018/8/24,0.15
2018/8/24,0.15
2018/8/24,0.14
2018/8/24,0.18
2018/8/24,0.22
2018/8/24,0.24
2018/8/24,0.27
2018/8/24,0.25
2018/8/24,0.34
2018/8/24,0.23
2018/8/24,0.25
2018/8/24,0.22
2018/8/24,0.25
2018/8/24,0.26
2018/8/24,0.36
2018/8/24,0.25
2018/8/24,0.22
2018/8/24,0.23
2018/8/24,0.21
2018/8/24,0.2
2018/8/24,0.19
2018/8/25,0.19
2018/8/25,0.19
2018/8/25,0.19
2018/8/25,0.19
2018/8/25,0.2
2018/8/25,0.22
2018/8/25,0.28
2018/8/25,0.27
2018/8/25,0.32
2018/8/25,0.37
2018/8/25,0.38
2018/8/25,0.42
2018/8/25,0.39
2018/8/25,0.34
2018/8/25,0.4
2018/8/25,0.44
2018/8/25,0.37
2018/8/25,0.4
2018/8/25,0.45
2018/8/25,0.4
2018/8/25,0.43
2018/8/25,0.49
2018/8/25,0.52
2018/8/25,0.47
2018/8/26,0.31
2018/8/26,0.26
2018/8/26,0.28
2018/8/26,0.32
2018/8/26,0.33
2018/8/26,0.35
2018/8/26,0.46
2018/8/26,0.46
2018/8/26,0.4
2018/8/26,0.41
2018/8/26,0.45
2018/8/26,0.53
2018/8/26,0.37
2018/8/26,0.36
2018/8/26,0.29
2018/8/26,0.37
2018/8/26,0.4
2018/8/26,0.46
2018/8/26,0.46
2018/8/26,0.39
2018/8/26,0.41
2018/8/26,0.4
2018/8/26,0.45
2018/8/26,0.46
2018/8/27,0.55
2018/8/27,0.5
2018/8/27,0.23
2018/8/27,0.2
2018/8/27,0.2
2018/8/27,0.24
2018/8/27,0.4
2018/8/27,0.44
2018/8/27,0.45
2018/8/27,0.31
2018/8/27,0.22
2018/8/27,0.2
2018/8/27,0.19
2018/8/27,0.18
2018/8/27,0.19
2018/8/27,0.24
2018/8/27,0.27
2018/8/27,0.45
2018/8/27,0.39
2018/8/27,0.46
2018/8/27,0.34
2018/8/27,0.32
2018/8/27,0.31
2018/8/27,0.24
2018/8/28,0.19
2018/8/28,0.25
2018/8/28,0.14
2018/8/28,0.1
2018/8/28,0.1
2018/8/28,0.12
2018/8/28,0.14
2018/8/28,0.21
2018/8/28,0.22
2018/8/28,0.19
2018/8/28,0.22
2018/8/28,0.26
2018/8/28,0.2
2018/8/28,0.13
2018/8/28,0.15
2018/8/28,0.16
2018/8/28,0.2
2018/8/28,0.31
2018/8/28,0.31
2018/8/28,0.2
2018/8/28,0.15
2018/8/28,0.24
2018/8/28,0.38
2018/8/28,0.37
2018/8/29,0.13
2018/8/29,0.1
2018/8/29,0.11
2018/8/29,0.15
2018/8/29,0.14
2018/8/29,0.13
2018/8/29,0.2
2018/8/29,0.29
2018/8/29,0.47
2018/8/29,0.44
2018/8/29,0.27
2018/8/29,0.22
2018/8/29,0.2
2018/8/29,0.17
2018/8/29,0.16
2018/8/29,0.2
2018/8/29,0.28
2018/8/29,0.4
2018/8/29,0.48
2018/8/29,0.45
2018/8/29,0.4
2018/8/29,0.39
2018/8/29,0.34
2018/8/29,0.31
2018/8/30,0.28
2018/8/30,0.14
2018/8/30,0.13
2018/8/30,0.15
2018/8/30,0.27
2018/8/30,0.32
2018/8/30,0.46
2018/8/30,0.63
2018/8/30,0.4
2018/8/30,0.28
2018/8/30,0.22
2018/8/30,0.25
2018/8/30,0.25
2018/8/30,0.16
2018/8/30,0.19
2018/8/30,0.2
2018/8/30,0.29
2018/8/30,0.41
2018/8/30,0.49
2018/8/30,0.54
2018/8/30,0.46
2018/8/30,0.58
2018/8/30,0.57
2018/8/30,0.54
2018/8/31,0.52
2018/8/31,0.55
2018/8/31,0.59
2018/8/31,0.51
2018/8/31,0.27
2018/8/31,0.17
2018/8/31,0.19
2018/8/31,0.4
2018/8/31,0.48
2018/8/31,0.45
2018/8/31,0.38
2018/8/31,0.23
2018/8/31,0.21
2018/8/31,0.15
2018/8/31,0.17
2018/8/31,0.19
2018/8/31,0.28
2018/8/31,0.37
2018/8/31,0.47
2018/8/31,0.41
2018/8/31,0.37
2018/8/31,0.35
2018/8/31,0.35
2018/8/31,0.38
2018/9/1,0.27
2018/9/1,0.2
2018/9/1,0.18
2018/9/1,0.3
2018/9/1,0.37
2018/9/1,0.45
2018/9/1,0.58
2018/9/1,0.35
2018/9/1,0.35
2018/9/1,0.33
2018/9/1,0.31
2018/9/1,0.34
2018/9/1,0.47
2018/9/1,0.31
2018/9/1,0.46
2018/9/1,0.34
2018/9/1,0.45
2018/9/1,0.23
2018/9/1,0.26
2018/9/1,0.21
2018/9/1,0.21
2018/9/1,0.25
2018/9/1,0.26
2018/9/1,0.2
2018/9/2,0.19
2018/9/2,0.15
2018/9/2,0.14
2018/9/2,0.18
2018/9/2,0.2
2018/9/2,0.25
2018/9/2,0.33
2018/9/2,0.21
2018/9/2,0.18
2018/9/2,0.2
2018/9/2,0.18
2018/9/2,0.16
2018/9/2,0.4
2018/9/2,0.39
2018/9/2,0.15
2018/9/2,0.13
2018/9/2,0.2
2018/9/2,0.19
2018/9/2,0.31
2018/9/2,0.33
2018/9/2,0.38
2018/9/2,0.35
2018/9/2,0.33
2018/9/2,0.28
2018/9/3,0.19
2018/9/3,0.16
2018/9/3,0.14
2018/9/3,0.13
2018/9/3,0.14
2018/9/3,0.14
2018/9/3,0.18
2018/9/3,0.26
2018/9/3,0.23
2018/9/3,0.21
2018/9/3,0.17
2018/9/3,0.17
2018/9/3,0.16
2018/9/3,0.15
2018/9/3,0.15
2018/9/3,0.17
2018/9/3,0.18
2018/9/3,0.22
2018/9/3,0.23
2018/9/3,0.35
2018/9/3,0.3
2018/9/3,0.32
2018/9/3,0.24
2018/9/3,0.19
2018/9/4,0.16
2018/9/4,0.15
2018/9/4,0.15
2018/9/4,0.14
2018/9/4,0.13
2018/9/4,0.14
2018/9/4,0.18
2018/9/4,0.24
2018/9/4,0.22
2018/9/4,0.21
2018/9/4,0.19
2018/9/4,0.18
2018/9/4,0.18
2018/9/4,0.17
2018/9/4,0.17
2018/9/4,0.19
2018/9/4,0.18
2018/9/4,0.31
2018/9/4,0.3
2018/9/4,0.37
2018/9/4,0.3
2018/9/4,0.27
2018/9/4,0.24
2018/9/4,0.21
2018/9/5,0.17
2018/9/5,0.15
2018/9/5,0.15
2018/9/5,0.15
2018/9/5,0.14
2018/9/5,0.16
2018/9/5,0.31
2018/9/5,0.36
2018/9/5,0.24
2018/9/5,0.25
2018/9/5,0.21
2018/9/5,0.21
2018/9/5,0.19
2018/9/5,0.19
2018/9/5,0.17
2018/9/5,0.21
2018/9/5,0.3
2018/9/5,0.35
2018/9/5,0.33
2018/9/5,0.33
2018/9/5,0.3
2018/9/5,0.22
2018/9/5,0.28
2018/9/5,0.37
2018/9/6,0.25
2018/9/6,0.16
2018/9/6,0.22
2018/9/6,0.3
2018/9/6,0.3
2018/9/6,0.26
2018/9/6,0.38
2018/9/6,0.51
2018/9/6,0.42
2018/9/6,0.45
2018/9/6,0.36
2018/9/6,0.25
2018/9/6,0.2
2018/9/6,0.16
2018/9/6,0.17
2018/9/6,0.17
2018/9/6,0.22
2018/9/6,0.22
2018/9/6,0.24
2018/9/6,0.38
2018/9/6,0.38
2018/9/6,0.3
2018/9/6,0.28
2018/9/6,0.35
2018/9/7,0.31
2018/9/7,0.22
2018/9/7,0.21
2018/9/7,0.24
2018/9/7,0.25
2018/9/7,0.27
2018/9/7,0.29
2018/9/7,0.42
2018/9/7,0.25
2018/9/7,0.2
2018/9/7,0.29
2018/9/7,0.34
2018/9/7,0.18
2018/9/7,0.16
2018/9/7,0.15
2018/9/7,0.18
2018/9/7,0.2
2018/9/7,0.21
2018/9/7,0.23
2018/9/7,0.22
2018/9/7,0.25
2018/9/7,0.36
2018/9/7,0.32
2018/9/7,0.45
2018/9/8,0.49
2018/9/8,0.47
2018/9/8,0.46
2018/9/8,0.21
2018/9/8,0.23
2018/9/8,0.27
2018/9/8,0.33
2018/9/8,0.51
2018/9/8,0.41
2018/9/8,0.47
2018/9/8,0.28
2018/9/8,0.2
2018/9/8,0.19
2018/9/8,0.21
2018/9/8,0.23
2018/9/8,0.29
2018/9/8,0.28
2018/9/8,0.32
2018/9/8,0.32
2018/9/8,0.32
2018/9/8,0.31
2018/9/8,0.29
2018/9/8,0.26
2018/9/8,0.24
2018/9/9,0.25
2018/9/9,0.2
2018/9/9,0.2
2018/9/9,0.15
2018/9/9,0.16
2018/9/9,0.17
2018/9/9,0.21
2018/9/9,0.2
2018/9/9,0.17
2018/9/9,0.15
2018/9/9,0.17
2018/9/9,0.16
2018/9/9,0.16
2018/9/9,0.16
2018/9/9,0.14
2018/9/9,0.16
2018/9/9,0.16
2018/9/9,0.16
2018/9/9,0.18
2018/9/9,0.19
2018/9/9,0.17
2018/9/9,0.18
2018/9/9,0.18
2018/9/9,0.17
2018/9/10,0.15
2018/9/10,0.12
2018/9/10,0.13
2018/9/10,0.12
2018/9/10,0.12
2018/9/10,0.13
2018/9/10,0.16
2018/9/10,0.18
2018/9/10,0.19
2018/9/10,0.21
2018/9/10,0.2
2018/9/10,0.19
2018/9/10,0.18
2018/9/10,0.17
2018/9/10,0.17
2018/9/10,0.17
2018/9/10,0.21
2018/9/10,0.24
2018/9/10,0.27
2018/9/10,0.22
2018/9/10,0.22
2018/9/10,0.26
2018/9/10,0.28
2018/9/10,0.23
2018/9/11,0.19
2018/9/11,0.22
2018/9/11,0.23
2018/9/11,0.27
2018/9/11,0.31
2018/9/11,0.31
2018/9/11,0.37
2018/9/11,0.45
2018/9/11,0.43
2018/9/11,0.36
2018/9/11,0.33
2018/9/11,0.32
2018/9/11,0.21
2018/9/11,0.17
2018/9/11,0.17
2018/9/11,0.18
2018/9/11,0.25
2018/9/11,0.37
2018/9/11,0.38
2018/9/11,0.36
2018/9/11,0.39
2018/9/11,0.38
2018/9/11,0.35
2018/9/11,0.31
2018/9/12,0.36
2018/9/12,0.33
2018/9/12,0.32
2018/9/12,0.25
2018/9/12,0.14
2018/9/12,0.13
2018/9/12,0.19
2018/9/12,0.29
2018/9/12,0.23
2018/9/12,0.17
2018/9/12,0.17
2018/9/12,0.17
2018/9/12,0.17
2018/9/12,0.17
2018/9/12,0.13
2018/9/12,0.13
2018/9/12,0.16
2018/9/12,0.2
2018/9/12,0.21
2018/9/12,0.21
2018/9/12,0.19
2018/9/12,0.16
2018/9/12,0.16
2018/9/12,0.15
2018/9/13,0.15
2018/9/13,0.16
2018/9/13,0.16
2018/9/13,0.15
2018/9/13,0.15
2018/9/13,0.17
2018/9/13,0.33
2018/9/13,0.39
2018/9/13,0.35
2018/9/13,0.26
2018/9/13,0.21
2018/9/13,0.27
2018/9/13,0.35
2018/9/13,0.26
2018/9/13,0.13
2018/9/13,0.17
2018/9/13,0.26
2018/9/13,0.28
2018/9/13,0.33
2018/9/13,0.21
2018/9/13,0.27
2018/9/13,0.3
2018/9/13,0.35
2018/9/13,0.46
2018/9/14,0.48
2018/9/14,0.49
2018/9/14,0.44
2018/9/14,0.37
2018/9/14,0.33
2018/9/14,0.33
2018/9/14,0.39
2018/9/14,0.45
2018/9/14,0.41
2018/9/14,0.38
2018/9/14,0.34
2018/9/14,0.28
2018/9/14,0.27
2018/9/14,0.24
2018/9/14,0.18
2018/9/14,0.19
2018/9/14,0.18
2018/9/14,0.22
2018/9/14,0.35
2018/9/14,0.34
2018/9/14,0.23
2018/9/14,0.24
2018/9/14,0.27
2018/9/14,0.29
2018/9/15,0.24
2018/9/15,0.28
2018/9/15,0.25
2018/9/15,0.2
2018/9/15,0.17
2018/9/15,0.15
2018/9/15,0.17
2018/9/15,0.22
2018/9/15,0.31
2018/9/15,0.29
2018/9/15,0.46
2018/9/15,0.55
2018/9/15,0.71
2018/9/15,0.62
2018/9/15,0.38
2018/9/15,0.58
2018/9/15,0.59
2018/9/15,0.94
2018/9/15,1.18
2018/9/15,1.15
2018/9/15,0.76
2018/9/15,1.01
2018/9/15,0.95
2018/9/15,0.53
2018/9/16,0.42
2018/9/16,0.36
2018/9/16,0.38
2018/9/16,0.38
2018/9/16,0.41
2018/9/16,0.32
2018/9/16,0.46
2018/9/16,0.39
2018/9/16,0.81
2018/9/16,0.37
2018/9/16,0.2
2018/9/16,0.18
2018/9/16,0.18
2018/9/16,0.18
2018/9/16,0.2
2018/9/16,0.16
2018/9/16,0.17
2018/9/16,0.3
2018/9/16,0.38
2018/9/16,0.39
2018/9/16,0.38
2018/9/16,0.43
2018/9/16,0.42
2018/9/16,0.34
2018/9/17,0.23
2018/9/17,0.19
2018/9/17,0.22
2018/9/17,0.24
2018/9/17,0.26
2018/9/17,0.29
2018/9/17,0.31
2018/9/17,0.44
2018/9/17,0.25
2018/9/17,0.25
2018/9/17,0.22
2018/9/17,0.22
2018/9/17,0.19
2018/9/17,0.19
2018/9/17,0.16
2018/9/17,0.17
2018/9/17,0.21
2018/9/17,0.23
2018/9/17,0.25
2018/9/17,0.3
2018/9/17,0.33
2018/9/17,0.27
2018/9/17,0.19
2018/9/17,0.13
2018/9/18,0.12
2018/9/18,0.11
2018/9/18,0.11
2018/9/18,0.11
2018/9/18,0.13
2018/9/18,0.14
2018/9/18,0.18
2018/9/18,0.26
2018/9/18,0.24
2018/9/18,0.19
2018/9/18,0.18
2018/9/18,0.16
2018/9/18,0.18
2018/9/18,0.19
2018/9/18,0.17
2018/9/18,0.15
2018/9/18,0.19
2018/9/18,0.24
2018/9/18,0.25
2018/9/18,0.29
2018/9/18,0.31
2018/9/18,0.35
2018/9/18,0.44
2018/9/18,0.44
2018/9/19,0.41
2018/9/19,0.31
2018/9/19,0.28
2018/9/19,0.3
2018/9/19,0.34
2018/9/19,0.28
2018/9/19,0.32
2018/9/19,0.43
2018/9/19,0.35
2018/9/19,0.26
2018/9/19,0.29
2018/9/19,0.39
2018/9/19,0.35
2018/9/19,0.24
2018/9/19,0.23
2018/9/19,0.25
2018/9/19,0.28
2018/9/19,0.3
2018/9/19,0.4
2018/9/19,0.43
2018/9/19,0.44
2018/9/19,0.54
2018/9/19,0.47
2018/9/19,0.56
2018/9/20,0.57
2018/9/20,0.5
2018/9/20,0.46
2018/9/20,0.37
2018/9/20,0.35
2018/9/20,0.39
2018/9/20,0.41
2018/9/20,0.38
2018/9/20,0.35
2018/9/20,0.21
2018/9/20,0.2
2018/9/20,0.3
2018/9/20,0.19
2018/9/20,0.36
2018/9/20,0.36
2018/9/20,0.26
2018/9/20,0.24
2018/9/20,0.18
2018/9/20,0.22
2018/9/20,0.5
2018/9/20,0.76
2018/9/20,0.7
2018/9/20,0.47
2018/9/20,0.46
2018/9/21,0.39
2018/9/21,0.35
2018/9/21,0.27
2018/9/21,0.21
2018/9/21,0.22
2018/9/21,0.25
2018/9/21,0.31
2018/9/21,0.38
2018/9/21,0.28
2018/9/21,0.23
2018/9/21,0.19
2018/9/21,0.17
2018/9/21,0.19
2018/9/21,0.24
2018/9/21,0.41
2018/9/21,0.38
2018/9/21,0.3
2018/9/21,0.25
2018/9/21,0.36
2018/9/21,0.33
2018/9/21,0.33
2018/9/21,0.34
2018/9/21,0.34
2018/9/21,0.36
2018/9/22,0.37
2018/9/22,0.33
2018/9/22,0.24
2018/9/22,0.22
2018/9/22,0.25
2018/9/22,0.25
2018/9/22,0.28
2018/9/22,0.36
2018/9/22,0.25
2018/9/22,0.17
2018/9/22,0.17
2018/9/22,0.17
2018/9/22,0.14
2018/9/22,0.11
2018/9/22,0.13
2018/9/22,0.14
2018/9/22,0.13
2018/9/22,0.2
2018/9/22,0.3
2018/9/22,0.37
